listing_id,listing_name,listing_type,room_type,guests,bedrooms,beds,baths,has_tv,has_air_con,has_kitchen,has_wifi,has_pool,min_nights,cancellation_policy,num_reviews,rating_overall,rating_checkin,rating_cleanliness,rating_communication,rating_location,ttm_revenue,ttm_avg_rate,ttm_occupancy,ttm_revpar,ttm_reserved_days,ttm_available_days,l90d_revenue,l90d_avg_rate,l90d_occupancy,l90d_revpar,l90d_reserved_days,l90d_available_days
24534689,Corner 1BR Loft with Tub best for Groups,Others,Entire home,12,1,2,2,Yes,Yes,Yes,Yes,Yes,1,Flexible,87,4.52,4.8,4.3,4.7,4.8,551744,4960,0.293,1511.6,107,258,0,4772.6,0,0,0,90
24588340,"My \HOMEY\ Abode - a 1 BR cosy Condo Unit""""",Condominium,Entire home,5,1,1,1,Yes,Yes,Yes,Yes,Yes,5,Moderate,18,4.83,4.9,4.6,4.9,4.7,206072,1211.7,0.549,677.9,167,198,30288,1075.1,0.333,336.5,30,60
24688861,"Furnished townhouse near IT Park,Cebu",Home,Entire home,8,3,6,2.5,Yes,Yes,Yes,Yes,No,1,Moderate,118,4.58,4.8,4.4,4.8,4.7,142468,4522.9,8.80E-02,390.3,32,333,0,0,0,0,0,90
24706107,"Mivesa Garden Residences, Salinas Drive Cebu City",Condominium,Entire home,2,1,2,1,Yes,Yes,Yes,Yes,Yes,2,Very Strict,76,4.58,4.8,4.5,4.8,4.5,180317,1157.4,0.443,512.3,156,209,28893,1142.1,0.289,321,26,64
24707960,A/C Private Room at the heart of Cebu City w/ Wifi,Private room,Private room,,,1,0,Yes,Yes,No,Yes,No,1,Moderate,159,4.24,4.7,4,4.7,4.6,39818,743.7,0.403,286.5,56,309,0,797.1,0,0,0,90
24723539,Newly Renovated Studio Space I.T Park Cebu (1904),Condominium,Entire home,2,1,1,0,Yes,Yes,Yes,Yes,Yes,1,Strict,49,4.92,4.9,4.9,4.8,5,359436,1731.4,0.581,984.8,212,153,97319,1479.8,0.733,1081.3,66,24
24809690,Yami's Pad at Azalea Place Cebu,Condominium,Entire home,3,1,2,1,Yes,Yes,Yes,Yes,Yes,3,Flexible,55,4.82,4.9,4.7,5,4.8,54536,2614.2,0.094,232.1,22,343,0,2770.6,0,0,0,90
24859335,HeartGÇÖs Crib Fully Furnished Studio with Smart TV,Condominium,Entire home,2,,1,1.5,Yes,Yes,Yes,Yes,Yes,2,Strict,44,4.68,4.8,4.7,4.8,4.7,111642,990.2,0.426,421.3,113,252,0,1017,0,0,0,90
24896530,700Mbps WIFI #1 Jasmin 2-Story Apartment,Others,Entire home,16,2,6,2,Yes,Yes,Yes,Yes,No,2,Very Strict,199,4.8,4.9,4.8,4.9,4.8,388191,2133.6,0.479,1063.5,175,190,69988,1839.1,0.467,777.6,42,48
24942261,A charming place that makes you feel that GÇÿyou never left homeGÇÖ.,Condominium,Entire home,4,,2,1,Yes,Yes,Yes,Yes,Yes,3,Flexible,119,4.9,4.9,4.9,5,4.8,172645,1977.1,0.259,496.1,90,275,20915,1837.9,0.133,232.4,12,78
24949686,Fully furnished studio unit at San Remo Oasis,Condominium,Entire home,2,,,1,Yes,Yes,Yes,Yes,Yes,1,Strict,26,4.5,4.7,4.4,4.7,4.1,78148,1974.5,0.134,261.4,40,325,20411,1976,0.122,226.8,11,79
24969611,Cozy one bedroom condo at the heart of Cebu!,Condominium,Entire home,3,1,1,1,Yes,Yes,Yes,Yes,Yes,5,Very Strict,61,4.74,4.8,4.7,4.8,4.9,98695,1612.2,0.164,270.4,60,305,5520,1475.9,4.40E-02,61.3,4,86
24978665,New Starwars 4BR Townhome in G¥ñ of Cebu + Wifi,Home,Entire home,16,5,9,4.5,Yes,Yes,Yes,Yes,No,1,Flexible,301,4.88,4.9,4.8,4.9,4.4,2102551,9819.4,0.589,5760.4,215,150,506060,10906.8,0.5,5622.9,45,45
25195143,City Haven- studio unit with balcony @ Sundance,Condominium,Entire home,4,,2,1,Yes,Yes,Yes,Yes,Yes,2,Very Strict,73,4.84,4.9,4.8,4.9,4.7,165969,1228.4,0.375,454.7,137,228,57665,1182.9,0.544,640.7,49,41
25221289,Sanremo Oasis near NUStar SM Seaside ILCorso,Condominium,Entire home,4,2,2,1.5,Yes,Yes,Yes,Yes,Yes,1,Moderate,153,4.56,4.6,4.5,4.8,4.4,338973,1836,0.499,928.7,182,183,70720,1707.8,0.456,785.8,41,49
25300049,Appleone Banawa T1-3C6-Unit3 (w/ Wi-Fi + cable),Condominium,Entire home,4,,2,1,Yes,Yes,Yes,Yes,Yes,2,Flexible,48,4.63,4.8,4.5,4.8,4.6,128298,1354.9,0.27,368.7,94,271,19684,1341.5,0.165,231.6,14,76
25430168,Little Flower Dormitel 202 w/ Wifi,Private room,Private room,2,,1,1,Yes,Yes,No,Yes,No,2,Moderate,16,4.88,5,4.9,5,4.9,36197,1272.1,8.20E-02,99.2,30,335,8756,1451.9,6.70E-02,97.3,6,84
25506881,I G¥ñn+Å Modern STUDIO @ AVIDA RIALA G¥ñn+Å IT PARK 12Fl.,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,No,7,Strict,42,4.4,4.5,4.2,4.5,4.8,22008,1364.1,4.10E-02,60.3,15,350,0,0,0,0,0,90
25519786,WFH studio unit IT park w/ Ergo chair!,Others,Entire home,2,1,1,1,Yes,Yes,Yes,Yes,Yes,20,Very Strict,137,4.84,4.8,4.5,4.9,5,236954,1793.3,0.401,709.4,134,231,42103,1516.9,0.322,467.8,29,61
25655340,2BR Corner Suite near Ayala Mall!,Condominium,Entire home,4,2,2,2.5,Yes,Yes,Yes,Yes,Yes,1,Very Strict,196,4.85,4.9,4.8,4.9,4.8,947137,3542.9,0.734,2594.9,268,97,269424,3532.1,0.844,2993.6,76,14
25736187,Mivesa Garden 1 bedrm fully furnished,Condominium,Entire home,2,1,1,1,Yes,Yes,Yes,Yes,Yes,14,Flexible,4,4.75,4.5,5,4.8,4.2,146253,1956,0.486,1001.7,71,294,1952,1785.3,2.10E-02,40.7,1,89
25781079,Cozy 1-bedroom condo - Cebu IT park Avida tower 1,Condominium,Entire home,4,1,2,1,Yes,Yes,Yes,Yes,Yes,1,Flexible,90,4.43,4.8,4.1,4.7,4.9,446843,1811.8,0.775,1396.4,248,117,112710,1671.2,0.744,1252.3,67,23
25854949,Quiet and Peaceful Condo in Cebu City w/ PLDTFiber,Condominium,Entire home,3,1,2,1,Yes,Yes,Yes,Yes,Yes,2,Moderate,46,4.93,5,4.8,5,4.8,38649,1115.3,0.524,613.5,33,332,0,1139.3,0,0,0,90
25862289,Prince accommodation,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,14,Moderate,26,4.92,5,5,5,4.9,17326,1522.9,3.80E-02,65.4,10,355,0,1422.6,0,0,0,90
25874106,Homey Studio at the Oasis,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,7,Very Strict,42,4.95,4.9,4.9,5,4.6,230852,1535.9,0.512,793.3,149,216,27824,1391.5,0.339,471.6,20,70
25921819,2BR Unit Sanremo Oasis at City of Sea,Condominium,Entire home,5,2,3,1,Yes,Yes,Yes,Yes,Yes,2,Strict,24,4.83,4.8,4.8,4.9,4.7,138977,2634.7,0.145,380.8,53,312,21583,2574.1,0.1,239.8,9,81
25949947,Modern studio w/300mbps intenet+netflix,Condominium,Entire home,4,,1,1,Yes,Yes,Yes,Yes,Yes,1,Flexible,46,4.65,4.8,4.7,4.6,5,296937,1871.4,0.425,813.5,155,210,34075,1773.4,0.2,378.6,18,72
26019426,Nice studio apartment in IT Park in Cebu City,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,15,Moderate,16,4.44,4.9,4.5,4.6,4.9,326279,1448,0.768,1113.6,225,140,80974,1357,0.831,1140.5,59,31
26185612,"Fast Wifi 496 Mbps, Bus Terminal Netflix Smart TV",Condominium,Entire home,2,,2,1,Yes,Yes,No,Yes,Yes,4,Very Strict,80,4.85,5,4.8,5,5,70353,2377.3,7.70E-02,192.7,28,337,4071,2041,2.20E-02,45.2,2,88
26298430,Homely Fully-furnished Studio  IT Park shared wifi,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,2,Flexible,45,4.71,4.9,4.6,5,5,174044,1167,0.449,535.5,146,219,27441,1117.2,0.267,304.9,24,66
26308939,"Cozy studio and IT Park, Lahug",Condominium,Entire home,2,,2,1,Yes,Yes,Yes,Yes,Yes,5,Flexible,37,4.86,4.9,4.8,4.9,5,137251,1691.5,0.313,544.6,79,286,1450,1563.6,0.027,39.2,1,89
26310036,Minimalist studio unit for rent (pool view),Condominium,Entire home,2,,1,1,Yes,Yes,Yes,No,Yes,90,Very Strict,1,,,,,,7972,698.6,3.70E-02,24.8,12,353,4014,687,6.70E-02,44.6,6,84
26328751,"Fast wifi 495 mbps, Netflix Mall Bus Terminal2017",Condominium,Entire home,2,,2,1,Yes,Yes,Yes,Yes,Yes,4,Very Strict,66,4.85,4.8,4.7,4.9,4.9,59272,2380.2,6.60E-02,162.4,24,341,1617,1888.1,1.10E-02,18,1,89
26427946,Family Hub @ Avenir 22nd near IT park & Ayala,Condominium,Entire home,4,,3,1,Yes,Yes,Yes,Yes,No,2,Flexible,210,4.71,4.8,4.5,4.8,4.9,183910,1675.5,0.299,503.9,109,256,25714,1525.8,0.189,285.7,17,73
26463833,"La Guardia Flats 2, Condominium",Condominium,Private room,2,3,1,0,Yes,Yes,No,Yes,Yes,6,Very Strict,8,4.75,5,5,5,4.5,29738,1104.9,8.70E-02,99.8,26,339,0,1091.8,0,0,0,90
26553719,G¥ñn+Å WONDERFUL FIREWORKS G¥ñn+Å IT PARK 28th FLOOR,Condominium,Entire home,3,,1,1,Yes,Yes,Yes,Yes,No,7,Strict,34,4.06,4.4,3.8,4.4,4.7,101550,1502.1,0.205,292.7,71,294,86938,1425.1,0.847,1207.5,61,29
26697038,Lovely Avida Towers IT Park Cebu w/ Wi-fi,Condominium,Entire home,3,,1,1,Yes,Yes,Yes,Yes,Yes,7,Very Strict,64,4.73,4.9,4.6,4.9,4.9,337254,1311.5,0.751,986.1,257,108,45063,1278.9,0.537,672.6,36,54
26698235,Panorama Place (Fits 4 |G¥ñ of Cebu| Chromecast),Condominium,Entire home,4,1,2,1,Yes,Yes,No,Yes,No,1,Flexible,187,4.5,4.8,4.3,4.8,4.9,201693,1247,0.455,552.6,166,199,62227,1149.2,0.6,691.4,54,36
26721401,"Accessible 3BR, 3 car park house, Cebu City proper",Home,Entire home,15,3,8,2,Yes,Yes,Yes,Yes,No,2,Very Strict,299,4.65,4.9,4.5,4.9,4.7,1315585,4808.3,0.751,3604.3,274,91,293348,4934.4,0.667,3259.4,60,30
26728019,1BR Hotel Apartment w/ Pool &  Gym near Ayala Mall,Condominium,Entire home,2,1,1,1,Yes,Yes,No,Yes,Yes,90,Very Strict,54,4.83,4.9,4.8,4.9,4.8,18069,1562.6,3.30E-02,49.5,12,353,8532,1421.4,6.70E-02,94.8,6,84
26761855,Keira's Place,Condominium,Entire home,6,2,2,2,Yes,Yes,Yes,Yes,Yes,1,Very Strict,18,4.5,4.8,4.1,4.8,4.9,60178,4519.3,4.50E-02,194.1,14,351,42106,4809.2,0.1,467.8,9,81
26793339,"Luxury Modern Glass 3 Bed Loft Condo, City Center",Others,Entire home,6,2,3,2.5,Yes,Yes,Yes,Yes,Yes,5,Very Strict,54,4.61,4.8,4.5,4.7,4.8,1102625,4198.9,0.726,3020.9,265,100,224757,3975.8,0.644,2497.3,58,32
26817670,Gÿà Explore Cebu from cozy studio @ vibrant IT Park,Condominium,Entire home,3,,2,1,Yes,Yes,Yes,Yes,Yes,5,Moderate,155,4.87,4.9,4.9,5,4.9,294436,1443.4,0.553,806.7,202,163,59276,1329,0.5,658.6,45,45
26860830,Serenity Farm and Resort HOUSE-2 Exclusive,Home,Entire home,16,8,8,7.5,Yes,No,Yes,Yes,Yes,2,Flexible,8,4.5,4.9,4.5,4.6,4.5,309779,28224.9,3.00E-02,848.7,11,354,252974,28121.1,0.1,2810.8,9,81
26909955,500Mbps internet Largest 2BDRM in GrandRsdncs,Condominium,Entire home,12,2,2,2,Yes,Yes,Yes,Yes,Yes,2,Very Strict,149,4.91,4.9,4.9,4.9,4.8,1174510,4708.8,0.677,3217.8,247,118,261398,4483.9,0.644,2904.4,58,32
26942715,GÇÿNelsonPlaceGÇÖStudioTypeCondoFurnished  500mbpswifi,Condominium,Entire home,4,,2,1,Yes,Yes,Yes,Yes,Yes,1,Strict,97,4.87,4.9,4.8,4.9,4.8,298563,1277.6,0.79,1012.1,233,132,49129,1163.6,0.6,701.8,42,48
26982751,Studio Apartment Near Cebu IT Park and Ayala Mall,Condominium,Entire home,3,,2,1,Yes,Yes,Yes,No,No,1,Moderate,10,3.6,4,3.3,4.1,4.7,74117,2029.3,0.107,208.8,38,327,10821,1876.9,6.70E-02,120.2,6,84
27068143,2 Bedroom Condo with Pool and Fast Internet,Condominium,Entire home,4,2,2,1,Yes,Yes,Yes,Yes,Yes,1,Strict,169,4.78,4.9,4.8,4.9,4.6,328765,2757,0.438,1240.6,116,249,0,2527.6,0,0,0,90
27076978,RonzelGÇÖs Place 43 @ Horizons 101 Condominium,Condominium,Entire home,3,,1,1,Yes,Yes,Yes,Yes,Yes,2,Strict,248,4.81,4.8,4.9,4.9,4.8,128476,1710,0.184,352,67,298,36136,1594.3,0.256,401.5,23,67
27170625,"1-Bedroom Corner Unit, 24th Flr, Horizons101, T1",Condominium,Entire home,2,1,1,1,Yes,Yes,Yes,Yes,Yes,2,Flexible,32,4.78,4.8,4.9,4.9,4.7,154942,1775.8,0.258,470.9,85,280,14833,1654.4,0.167,274.7,9,81
27278324,Cebu IT Park AVIDA RIALA Tower 1,Home,Entire home,3,,2,1,Yes,Yes,Yes,Yes,No,6,Moderate,29,4.79,4.8,4.7,5,5,55973,4045.4,4.00E-02,170.6,13,352,32236,5277.7,6.70E-02,358.2,6,84
27280522,One bedroom condo Cebu IT Park Avida Towers Riala,Private room,Private room,,,1,0,Yes,Yes,Yes,Yes,Yes,7,Very Strict,14,4.93,5,4.9,4.9,4.9,34299,4368.5,4.10E-02,109.2,13,352,0,5396.6,0,0,0,90
27346798,Great Location at the heartofCebu/ Barkada -Family,Condominium,Entire home,10,1,12,1,Yes,Yes,Yes,Yes,Yes,1,Very Strict,41,4.73,4.9,4.7,4.9,4.7,63308,2660.7,6.40E-02,176.8,23,342,0,2513.4,0,0,0,90
27509035,Cebu IT Park Riala Studio King Bed,Condominium,Entire home,4,,3,1,Yes,Yes,Yes,Yes,Yes,2,Flexible,202,4.75,4.9,4.6,4.9,4.9,111068,2354.1,0.129,304.3,47,318,8477,2207.2,4.40E-02,94.2,4,86
27637453,"Edz Crib 1 @ AVIDA Riala, w/ Netflix",Condominium,Entire home,2,1,2,1,Yes,Yes,Yes,Yes,No,2,Flexible,155,4.86,4.9,4.9,4.9,4.9,285133,1504.6,0.51,781.2,186,179,58167,1409.1,0.444,646.3,40,50
27646719,Jo and Nin Fully furnished Studio Unit,Condominium,Entire home,2,1,1,1,Yes,Yes,Yes,Yes,No,30,Flexible,44,4.59,4.7,4.7,4.7,4.8,101088,849.5,0.584,500.4,118,247,2008,819.1,8.00E-02,80.3,2,88
27692123,Affordable Condo Cebu IT PARK FAST Wifi,Condominium,Entire home,3,,1,1,Yes,Yes,Yes,Yes,Yes,2,Very Strict,196,4.96,4.9,4.9,5,4.9,369051,1262.2,0.795,1011.1,290,75,67861,1163.5,0.644,754,58,32
27734924,"\Budget Friendly comfort in Cebu awaits you!\""",Condominium,Entire home,6,1,2,1,Yes,Yes,Yes,Yes,No,2,Strict,34,4.65,4.9,4.6,4.8,4.5,13216,1111.7,4.90E-02,53.9,12,353,0,955.5,0,0,0,90
27855002,RosecanGÇÖs Place 1 @ Horizon 101 Condominium,Condominium,Entire home,3,,2,1,Yes,Yes,No,Yes,Yes,1,Very Strict,331,4.81,4.8,4.8,4.9,4.9,178180,1648.5,0.29,488.2,106,259,24039,1531.3,0.178,267.1,16,74
27858025,Bright One Bedroom at Cebu IT Park,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,2,Moderate,388,4.93,5,4.9,5,5,409282,1258.9,0.89,1121.3,325,40,89216,1145.6,0.867,991.3,78,12
27870168,RosecanGÇÖs place 3 @ Horizon 101 Condominium,Condominium,Entire home,3,,2,1,Yes,Yes,No,Yes,Yes,1,Very Strict,163,4.87,4.8,4.8,4.9,4.9,133577,1488.5,0.214,366,78,287,16340,1364.3,0.133,181.6,12,78
27908573,RonzelGÇÖs Place 46 @ Horizons 101 Condominium,Condominium,Entire home,3,,1,1,Yes,Yes,Yes,Yes,Yes,2,Strict,200,4.88,4.9,4.9,5,4.9,173679,1699.1,0.255,475.8,93,272,43665,1643.3,0.3,485.2,27,63
27909012,Azalea Place Cebu City Condominium,Condominium,Entire home,2,1,1,1,Yes,Yes,Yes,Yes,Yes,1,Flexible,8,4.38,4.8,4.2,4.1,4.4,30617,2548.1,3.60E-02,91.7,12,353,0,2557.3,0,0,0,90
27942507,RosecanGÇÖs place 2 @ Horizon 101 Condominium,Condominium,Entire home,3,,1,1,Yes,Yes,No,Yes,Yes,1,Very Strict,250,4.84,4.9,4.9,4.9,4.9,171668,1539.5,0.271,470.3,99,266,22751,1416.5,0.178,252.8,16,74
27949434,JTB Deluxe with Twin Beds @Horizons,Condominium,Entire home,2,,2,1,Yes,Yes,No,Yes,Yes,1,Strict,363,4.93,4.9,5,4.9,4.9,331285,1730.2,0.521,928,186,179,71554,1847.3,0.389,795,35,55
27980566,JAS Spacious and Ultra Quiet Unit @Amalfi Oasis,Condominium,Entire home,4,2,3,1,Yes,Yes,Yes,Yes,Yes,1,Flexible,27,4.44,4.7,4.5,4.7,4.4,474899,3357.9,0.377,1315.5,136,229,193018,3611.4,0.605,2244.4,52,38
28014426,Cozy Fully-furnished Studio IT Park (shared wifi),Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,60,Flexible,14,4.36,4.6,4.4,4.7,4.6,30162,1387.6,7.00E-02,96.4,22,343,7194,1385.9,5.60E-02,79.9,5,85
28115865,QuennieGÇÖs Studio w/ 600mbps Wi-fi,Condominium,Entire home,2,1,2,1.5,Yes,Yes,Yes,Yes,Yes,3,Strict,4,4.75,5,4.8,5,5,40341,1204.8,0.226,276.3,33,332,0,1196.4,0,0,0,90
28118836,FrankGÇÖs Dwelling Place,Condominium,Private room,2,,1,1,Yes,Yes,Yes,Yes,Yes,2,Moderate,87,4.52,4.6,4.3,4.5,4.7,21689,1352.1,6.10E-02,73,18,347,0,0,0,0,0,90
28134835,New Batmans 4BR Townhome in G¥ñ of Cebu + Wifi,Home,Entire home,16,4,6,4.5,Yes,Yes,Yes,Yes,No,1,Flexible,300,4.87,4.9,4.8,4.9,4.5,1842033,8613.8,0.586,5046.7,214,151,404613,9291.9,0.478,4495.7,43,47
28135305,Millette's Condo at HORIZONS 101 Cebu,Condominium,Entire home,2,1,1,1,Yes,Yes,Yes,Yes,Yes,3,Very Strict,68,4.66,4.8,4.8,4.9,4.8,36667,1306.2,8.00E-02,101,29,336,11654,1230.6,0.111,129.5,10,80
28189561,Cebu City Center w/ Pool & Fiber Wifi,Condominium,Entire home,3,,2,1,Yes,Yes,Yes,Yes,Yes,1,Moderate,23,4.57,4.9,4.6,4.7,4.8,154524,1351,0.33,451.8,113,252,62405,1413.4,0.489,693.4,44,46
28277541,2BR Sanremo Oasis 2 mins from Smseaside and Nustar,Condominium,Entire home,5,2,3,1,Yes,Yes,Yes,Yes,Yes,2,Flexible,66,4.71,4.8,4.8,4.9,4.5,211877,2294.6,0.255,580.5,93,272,56940,2108.7,0.3,632.7,27,63
28289814,Sundance Residences (w/ WIFI-balcony-pool-gym),Condominium,Entire home,2,1,2,1,Yes,Yes,Yes,Yes,Yes,2,Moderate,71,4.76,4.9,4.7,4.8,4.9,203065,1463,0.381,556.3,139,226,15838,1494.7,0.111,176,10,80
28292816,Studio in Avida IT Park w/ High Speed Wifi + Cable,Condominium,Entire home,4,,2,1,Yes,Yes,Yes,Yes,Yes,3,Very Strict,47,4.47,4.8,4.2,4.7,5,28425,1989.1,3.60E-02,77.9,13,352,0,1735.8,0,0,0,90
28303574,Studio Avida Cebu Tower 1 IT Park,Condominium,Entire home,4,1,1,1,Yes,Yes,Yes,Yes,Yes,3,Very Strict,35,4.54,4.6,4.5,4.6,4.9,35261,1986.9,0.047,103.4,16,349,8645,1708.5,5.60E-02,96.1,5,85
28408850,Cozy Condo w/ Fantastic View of Cebu City,Condominium,Entire home,4,1,2,1,Yes,Yes,Yes,Yes,Yes,3,Moderate,26,4.69,4.8,4.6,4.9,4.8,64859,1808.1,0.108,194.8,36,329,17624,1767.4,0.111,195.8,10,80
28428824,Baseline Residences Studio 8-C,Condominium,Entire home,2,1,1,1,Yes,Yes,Yes,Yes,Yes,5,Moderate,75,4.8,5,4.8,4.8,4.9,256555,1386.5,0.518,702.9,189,176,42715,1391.1,0.356,474.6,32,58
28445675,Serene Resort Home in Central Cebu Business Park,Condominium,Entire home,2,,3,1,Yes,Yes,Yes,Yes,Yes,90,Very Strict,62,4.65,4.8,4.6,4.7,4.9,142767,2016.6,0.23,482.3,68,297,0,1680.5,0,0,0,90
28496675,Studio Unit at Grand Residences Cebu  code:F18-P,Condominium,Private room,,,1,0,Yes,Yes,Yes,Yes,No,30,Moderate,12,4.58,4.8,4.5,4.8,4.8,49928,736.7,0.282,201.3,70,295,10321,758,0.144,114.7,13,77
28574148,15H Walking distance to Ayala & IT Park w/ WIFI,Condominium,Entire home,8,,4,1,Yes,Yes,No,Yes,No,1,Strict,179,4.75,4.8,4.8,4.8,4.9,239844,3377.6,0.186,657.1,68,297,0,3364.8,0,0,0,90
28599185,Cebu furnished budget condo,Private room,Private room,,,2,0,Yes,Yes,Yes,No,Yes,3,Very Strict,34,4.76,5,4.8,4.9,4.8,15500,1147.9,6.00E-02,66,14,351,15500,1104.8,0.156,172.2,14,76
28698010,Cozy Studio Unit Condo in The Heart of Cebu,Condominium,Entire home,4,,1,1,Yes,Yes,Yes,Yes,Yes,5,Flexible,127,4.71,4.9,4.6,4.6,4.8,126899,1161.6,0.335,394.1,108,257,25038,1128.9,0.244,278.2,22,68
28732856,Lovely Space at One Oasis,Others,Entire home,4,2,2,1,Yes,Yes,Yes,Yes,Yes,,Flexible,3,3.67,3.7,3.7,3.3,3.3,25692,1629,5.60E-02,84.8,17,348,0,1721.5,0,0,0,90
28732903,Cozy Condo 35@Horizons 101 Cebu FIBR+ Netflix,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,3,Strict,98,4.76,4.9,4.8,4.9,4.9,248697,1402.7,0.499,681.4,182,183,51419,1272.1,0.456,571.3,41,49
28874012,"Spacious 2 Bedrm, Best location!Check discounts.",Condominium,Entire home,6,2,2,1,Yes,Yes,Yes,Yes,Yes,3,Very Strict,43,4.6,4.7,4.5,4.8,5,425113,4173.6,0.285,1197.5,101,264,76739,4104.6,0.2,852.7,18,72
28976665,New Cozy Condo in Ayala Cebu with Wifi and Netflix,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,3,Moderate,40,4.83,4.9,4.8,4.9,4.8,175273,1590.8,0.369,561.8,115,250,76128,1474.2,0.578,845.9,52,38
29077095,28R Beautiful Condo w/ Magnificent Mountain View,Condominium,Entire home,4,,2,1,Yes,Yes,Yes,Yes,Yes,1,Flexible,86,4.7,4.8,4.6,4.9,4.9,119721,1836.1,0.179,341.1,63,302,15781,1921.5,0.105,207.6,8,82
29091058,Elegance Penthouse | Terrace Panorama |  Netflix,Condominium,Entire home,16,3,3,3,Yes,Yes,Yes,Yes,Yes,1,Strict,261,4.8,4.8,4.7,4.9,4.9,1722276,14312.2,0.308,4731.5,112,253,76238,13358.8,6.70E-02,847.1,6,84
29091851,Cebu Luxury On Top of the World Sinulog Panorama,Condominium,Entire home,13,3,3,2,Yes,Yes,Yes,Yes,Yes,1,Very Strict,198,4.72,4.8,4.6,4.9,4.8,868837,8430.2,0.285,2380.4,104,261,0,9014.3,0,0,0,90
29092379,Panorama Staycation at Penthouse Floor 2BR,Condominium,Entire home,11,2,4,2,Yes,Yes,Yes,Yes,Yes,1,Very Strict,276,4.7,4.9,4.6,4.9,4.9,603754,6047.6,0.252,1654.1,92,273,17568,5886.2,3.30E-02,195.2,3,87
29093673,Studio @ IT Park! Wifi+Netflix,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,3,Moderate,60,4.92,5,4.8,4.9,5,201881,1575.7,0.356,553.1,130,235,38088,1530.6,0.289,423.2,26,64
29145761,600Mbps WiFi 27th Flr I.T. Park #2 Avida Riala,Condominium,Entire home,4,,2,1,Yes,Yes,Yes,Yes,No,2,Very Strict,137,4.81,4.8,4.8,4.9,4.9,408154,2006.2,0.581,1118.2,212,153,128099,1790.2,0.8,1423.3,72,18
29228084,One Oasis  A Room with a View,Condominium,Entire home,4,2,3,1,Yes,Yes,Yes,Yes,No,1,Very Strict,161,4.85,4.8,4.8,4.9,4.8,277782,2468.9,0.356,868.1,114,251,61844,2259.2,0.311,687.2,28,62
29245986,New Cozy Condo in Ayala Cebu with Wifi & Netflix,Condominium,Entire home,2,,2,1,Yes,Yes,Yes,Yes,Yes,2,Moderate,1,,,,,,36367,1633.8,0.063,99.6,23,342,18352,1546.9,0.133,203.9,12,78
29270473,The Cozy Studio Unit - Mivesa (near IT Park),Condominium,Entire home,3,,3,1,Yes,Yes,Yes,Yes,Yes,30,Very Strict,20,5,5,5,5,5,65966,989.7,0.291,278.3,69,296,0,0,0,0,0,90
29272791,Cebu IT Park Comfy Condo at New Avida Riala Twr 2,Condominium,Entire home,1,1,1,1,Yes,Yes,Yes,Yes,No,30,Flexible,19,4.74,5,4.4,5,4.9,179313,902.5,0.747,647.3,207,158,40041,975.9,0.657,572,46,44
29280085,Prince Comfy Place at San Remo Oasis Cebu City,Condominium,Entire home,5,2,3,1,Yes,Yes,Yes,Yes,Yes,5,Very Strict,19,5,5,5,5,4.8,424190,2663.1,0.433,1162.2,158,207,37535,2466.9,0.167,417.1,15,75
29310367,Ayala unit with amazing view outside the balcony,Condominium,Entire home,2,,2,1,Yes,Yes,No,Yes,Yes,2,Very Strict,28,4.43,4.4,4.4,4.4,4.6,81565,1521.5,0.257,374.2,56,309,20352,1392.8,0.326,442.4,15,75
29327187,5-Star Experience at the Heart of Cebu,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,No,2,Very Strict,413,4.92,5,4.8,5,4.8,750268,2563.1,0.797,2055.5,291,74,173219,2518.9,0.756,1924.7,68,22
